arrest_year,arrest_date,arrest_hour,age,race,sex,arrest_category,description,offense_location_district,PSA
2019,9/4/2019,9,25,BLACK,MALE,Theft,Theft Second Degree (theft From Building),5D,505
2019,8/26/2019,3,41,BLACK,MALE,Theft,Theft Second Degree (theft From Building),3D,304
2019,4/16/2019,8,35,BLACK,MALE,Sex Offenses,Enticing A Child-misdemeanor (rape),6D,605
2019,5/20/2019,7,24,BLACK,MALE,Release Violations/Fugitive,Failure To Appear (USAO),1D,102
2019,5/11/2019,5,30,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,7D,702
2019,8/13/2019,10,24,BLACK,MALE,Narcotics,Poss W/i To Dist Marijuana-misd,7D,703
2019,3/6/2019,10,44,BLACK,MALE,Other Crimes,Unlawful Entry,6D,604
2019,10/21/2019,11,30,WHITE,MALE,Traffic Violations,No Permit,2D,208
2019,7/30/2019,10,39,BLACK,MALE,Simple Assault,Threat To Kidnap Or Injure A Person,2D,206
2019,2/9/2019,1,21,BLACK,FEMALE,Traffic Violations,No Permit,3D,304
2019,1/16/2019,8,25,BLACK,MALE,Sex Abuse,First Degree Sexual Abuse,6D,607
2019,8/6/2019,6,43,BLACK,FEMALE,Release Violations/Fugitive,Fugitive From Justice,1D,102
2019,4/11/2019,9,24,UNKNOWN,FEMALE,Release Violations/Fugitive,Fugitive From Justice,6D,603
2019,7/9/2019,10,29,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,5D,502
2019,10/2/2019,11,61,WHITE,FEMALE,Offenses Against Family & Children,Civil Protection Order Violation,2D,202
2019,6/3/2019,3,32,UNKNOWN,MALE,Vending Violations,Vending - Vending Without A License,1D,107
2019,5/9/2019,8,44,BLACK,MALE,Traffic Violations,Reckless Driving,7D,707
2019,4/5/2019,6,38,BLACK,MALE,Release Violations/Fugitive,Parole Violation (Warrant),1D,102
2019,4/3/2019,6,37,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under Influence -2nd Off,6D,608
2019,2/14/2019,1,32,BLACK,MALE,Motor Vehicle Theft,Theft First Degree (Stolen Auto),5D,507
2019,1/13/2019,12,57,UNKNOWN,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,5D,502
2019,6/21/2019,5,58,BLACK,MALE,Traffic Violations,No Permit,6D,605
2019,5/26/2019,6,19,BLACK,MALE,Simple Assault,Simple Assault,7D,707
2019,11/2/2019,10,22,BLACK,MALE,Burglary,Burglary One,4D,406
2019,2/19/2019,9,34,BLACK,MALE,Traffic Violations,"Loaning Registration, Misuse Of Temporary Tags",6D,602
2019,6/21/2019,5,21,BLACK,MALE,Simple Assault,Threats To Do Bodily Harm -misd,7D,706
2019,6/28/2019,7,26,BLACK,FEMALE,Release Violations/Fugitive,Failure To Appear (USAO),1D,102
2019,12/30/2019,7,26,BLACK,MALE,Traffic Violations,Counterfeit Tags,5D,506
2019,1/17/2019,4,28,BLACK,FEMALE,Simple Assault,Simple Assault,7D,706
2019,1/8/2019,6,37,BLACK,MALE,Simple Assault,Simple Assault,7D,701
2019,1/25/2019,4,29,BLACK,MALE,Narcotics,Distribution Of Marijuana-misd,7D,704
2019,1/22/2019,1,19,BLACK,FEMALE,Traffic Violations,No Permit,7D,703
2019,4/29/2019,12,20,BLACK,MALE,Simple Assault,Simple Assault,1D,105
2019,4/24/2019,10,27,WHITE,MALE,Liquor Law Violations,Possession Of An Open Container Of Alcohol (poca),4D,403
2019,1/3/2019,5,29,BLACK,MALE,Traffic Violations,Speed (30 Or Over),7D,703
2019,10/7/2019,8,38,BLACK,FEMALE,Traffic Violations,No Permit,6D,605
2019,7/20/2019,3,20,BLACK,MALE,Narcotics,Distribution Of Marijuana-misd,7D,704
2019,3/9/2019,8,31,BLACK,FEMALE,Simple Assault,Simple Assault,6D,607
2019,4/16/2019,4,27,BLACK,MALE,Assault on a Police Officer,Assault On A Police Officer (simple Assault),3D,302
2019,7/8/2019,12,43,WHITE,FEMALE,Release Violations/Fugitive,Failure To Appear (USAO),1D,102
2019,10/3/2019,10,38,BLACK,MALE,Simple Assault,Simple Assault,6D,603
2019,4/23/2019,9,53,BLACK,MALE,Robbery,Robbery,1D,108
2019,6/18/2019,9,28,WHITE,MALE,Simple Assault,Simple Assault,3D,302
2019,8/18/2019,9,23,BLACK,MALE,Simple Assault,Threats To Do Bodily Harm -misd,7D,703
2019,7/21/2019,9,18,BLACK,FEMALE,Simple Assault,Simple Assault,6D,604
2019,12/12/2019,1,21,BLACK,MALE,Simple Assault,Simple Assault,7D,702
2019,4/13/2019,2,42,BLACK,MALE,Liquor Law Violations,Possession Of An Open Container Of Alcohol (poca),3D,301
2019,1/21/2019,11,22,WHITE,MALE,Release Violations/Fugitive,Fugitive From Justice,3D,302
2019,9/12/2019,11,33,BLACK,MALE,Simple Assault,Simple Assault,7D,701
2019,4/10/2019,11,51,BLACK,MALE,Traffic Violations,No Permit,5D,507
2019,11/6/2019,12,35,BLACK,MALE,Release Violations/Fugitive,Failure To Appear (USAO),1D,102
2019,7/13/2019,11,33,BLACK,FEMALE,Simple Assault,Simple Assault,7D,704
2019,4/7/2019,6,46,BLACK,MALE,Release Violations/Fugitive,Parole Violation (Warrant),7D,701
2019,8/23/2019,2,26,BLACK,FEMALE,Simple Assault,Simple Assault,7D,708
2019,6/14/2019,10,30,BLACK,MALE,Prostitution,Sexual Solicitation,6D,602
2019,2/22/2019,10,34,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under Influence -2nd Off,1D,106
2019,8/1/2019,3,44,BLACK,MALE,Weapon Violations,CPWOL Outside Home or Business in violation of 2nd Emergency Act of 2014 Act 20-0564,4D,403
2019,6/16/2019,6,28,BLACK,MALE,Simple Assault,Simple Assault,3D,305
2019,3/4/2019,11,45,BLACK,MALE,Other Crimes,"Violation Of Cpo - Fail To Appear To Hearing, Evidence, Protection Order",4D,402
2019,7/13/2019,4,22,UNKNOWN,FEMALE,Release Violations/Fugitive,Fugitive From Justice,3D,306
2019,10/25/2019,8,37,BLACK,MALE,Traffic Violations,"Loaning Registration, Misuse Of Temporary Tags",7D,707
2019,3/16/2019,3,29,BLACK,MALE,Simple Assault,Simple Assault,6D,603
2019,12/8/2019,11,48,BLACK,MALE,Assault on a Police Officer,Assault On A Police Officer (simple Assault),3D,301
2019,3/29/2019,3,20,BLACK,MALE,Property Crimes,Unauthorized Use Of A Vehicle,5D,503
2019,5/13/2019,8,24,BLACK,FEMALE,Burglary,Burglary One,3D,304
2019,9/14/2019,6,71,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under The Influence-3rd Or Subsequent Offense,5D,501
2019,4/3/2019,12,23,BLACK,MALE,Traffic Violations,No Permit,6D,603
2019,11/7/2019,1,50,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,6D,605
2019,5/17/2019,10,28,BLACK,MALE,Prostitution,Sexual Solicitation,6D,602
2019,9/4/2019,4,19,BLACK,FEMALE,Simple Assault,Threat To Kidnap Or Injure A Person,6D,607
2019,3/16/2019,11,36,BLACK,MALE,Traffic Violations,Speed (30 Or Over),2D,203
2019,5/23/2019,1,32,WHITE,FEMALE,Other Crimes,Unlawful Entry,1D,106
2019,7/6/2019,7,55,BLACK,FEMALE,Damage to Property,Destruction Of Property Less Than $1000,6D,608
2019,2/15/2019,6,22,BLACK,FEMALE,Release Violations/Fugitive,Parole Violation (Warrant),6D,607
2019,1/13/2019,6,58,BLACK,MALE,Simple Assault,Simple Assault,4D,407
2019,1/28/2019,6,40,WHITE,FEMALE,Release Violations/Fugitive,Fugitive From Justice,7D,703
2019,5/7/2019,4,28,BLACK,MALE,Release Violations/Fugitive,Failure To Appear (USAO),7D,702
2019,8/1/2019,2,49,BLACK,MALE,Release Violations/Fugitive,Failure To Appear (USAO),7D,706
2019,2/4/2019,2,51,BLACK,MALE,Prostitution,Sexual Solicitation,6D,607
2019,5/12/2019,5,29,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,6D,601
2019,10/24/2019,12,29,BLACK,FEMALE,Simple Assault,Simple Assault,7D,701
2019,8/4/2019,12,29,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,1D,102
2019,3/20/2019,12,31,BLACK,MALE,Simple Assault,Simple Assault,7D,704
2019,4/17/2019,3,23,BLACK,MALE,Weapon Violations,Possession Of Unregistered Ammunition,7D,706
2019,8/16/2019,3,34,WHITE,MALE,Aggravated Assault,Aggravated Assault,2D,207
2019,1/25/2019,1,18,BLACK,FEMALE,Simple Assault,Simple Assault,7D,705
2019,11/13/2019,4,58,BLACK,MALE,Release Violations/Fugitive,Parole Violation (Warrant),1D,102
2019,3/22/2019,9,25,BLACK,MALE,Sex Offenses,Indecent Exposure,3D,308
2019,3/28/2019,12,32,BLACK,MALE,Release Violations/Fugitive,Parole Violation (Warrant),1D,102
2019,9/30/2019,10,30,BLACK,MALE,Release Violations/Fugitive,Bench Warrant,1D,102
2019,2/19/2019,11,54,BLACK,MALE,Theft,Theft Second Degree (theft From Building),2D,207
2019,2/15/2019,4,38,WHITE,MALE,Driving/Boating While Intoxicated,Driving While Intoxicated -2nd Off,4D,403
2019,7/16/2019,11,26,BLACK,MALE,Other Crimes,Unlawful Entry,2D,203
2019,6/14/2019,8,62,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,1D,107
2019,2/5/2019,2,33,WHITE,MALE,Simple Assault,Simple Assault,2D,206
2019,7/28/2019,9,26,UNKNOWN,FEMALE,Other Crimes,Unlawful Entry,1D,102
2019,12/21/2019,4,26,BLACK,MALE,Weapon Violations,CPWOL Outside Home or Business in violation of 2nd Emergency Act of 2014 Act 20-0564,4D,407
2019,2/21/2019,9,25,BLACK,MALE,Narcotics,Poss W/i To Dist Marijuana-misd,7D,708
2019,9/3/2019,4,30,WHITE,MALE,Traffic Violations,Speed (30 Or Over),5D,503
2019,2/6/2019,4,41,BLACK,FEMALE,Weapon Violations,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,5D,506
2019,9/9/2019,4,25,UNKNOWN,MALE,Other Crimes,Unlawful Entry,7D,703
2019,8/31/2019,12,31,BLACK,MALE,Narcotics,Distribution Of Marijuana-misd,1D,101
2019,6/6/2019,12,51,BLACK,MALE,Simple Assault,Threats To Do Bodily Harm -misd,2D,207
2019,10/12/2019,8,24,WHITE,MALE,Damage to Property,Destruction Of Property Less Than $1000,7D,701
2019,8/6/2019,8,36,BLACK,FEMALE,Simple Assault,Simple Assault,7D,705
2019,1/25/2019,1,36,BLACK,FEMALE,Driving/Boating While Intoxicated,Driving Under Influence -2nd Off,4D,402
2019,1/14/2019,9,56,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under Influence -2nd Off,5D,504
2019,5/13/2019,5,24,UNKNOWN,MALE,Fraud and Financial Crimes,Fraud 1st Deg $1000 Or More,6D,606
2019,11/15/2019,1,23,BLACK,MALE,Traffic Violations,No Permit,7D,707
2019,10/26/2019,3,30,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under The Influence Of Alcohol Or Drugs,6D,603
2019,4/29/2019,10,48,BLACK,FEMALE,Prostitution,Sexual Solicitation,5D,501
2019,6/19/2019,10,56,BLACK,MALE,Other Crimes,Unlawful Entry,5D,505
2019,7/27/2019,2,50,BLACK,FEMALE,Narcotics,Distribution Of A Controlled Substance,6D,608
2019,12/10/2019,10,21,BLACK,MALE,Traffic Violations,No Permit,7D,704
2019,1/11/2019,4,30,BLACK,MALE,Simple Assault,Threats To Do Bodily Harm -misd,6D,607
2019,6/3/2019,12,23,BLACK,MALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,5D,507
2019,1/11/2019,5,44,BLACK,MALE,Theft,Theft Second Degree - Felony (all Other Larceny),4D,404
2019,2/25/2019,7,52,BLACK,MALE,Traffic Violations,Permit Revoked-oar,4D,403
2019,9/24/2019,6,33,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,3D,304
2019,11/16/2019,2,22,BLACK,FEMALE,Simple Assault,Simple Assault,4D,409
2019,6/7/2019,5,49,BLACK,MALE,Simple Assault,Simple Assault,5D,501
2019,3/15/2019,12,33,BLACK,MALE,Theft,Theft First Degree (shoplifting),7D,704
2019,9/3/2019,3,24,BLACK,FEMALE,Other Crimes,Unlawful Entry,6D,601
2019,5/2/2019,4,26,BLACK,MALE,Offenses Against Family & Children,Contempt Of Cpo/tpo,7D,707
2019,4/29/2019,1,33,BLACK,MALE,Offenses Against Family & Children,"Violation Of Tpo- Fail To Appear To Hearing, Evidence, Protection Order",3D,304
2019,6/7/2019,5,21,BLACK,MALE,Release Violations/Fugitive,Failure To Appear (USAO),1D,102
2019,12/10/2019,6,25,BLACK,MALE,Weapon Violations,Possession Of A Large Capacity Ammunition Feeding Device (and),5D,502
2019,1/3/2019,3,30,BLACK,FEMALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,1D,101
2019,12/31/2019,1,28,BLACK,MALE,Prostitution,Sexual Solicitation,6D,602
2019,4/22/2019,5,26,BLACK,MALE,Simple Assault,Simple Assault,7D,701
2019,9/24/2019,6,76,BLACK,MALE,Traffic Violations,No Permit-2nd Offense,7D,708
2019,10/3/2019,4,23,BLACK,MALE,Traffic Violations,Speed (30 Or Over),5D,503
2019,11/7/2019,1,61,BLACK,MALE,Simple Assault,Threat To Kidnap Or Injure A Person,6D,603
2019,1/29/2019,11,27,WHITE,MALE,Narcotics,Poss Of A Controlled Substance -misd,4D,403
2019,7/1/2019,8,52,BLACK,MALE,Other Crimes,Unlawful Entry,1D,106
2019,12/24/2019,6,26,BLACK,FEMALE,Release Violations/Fugitive,Failure To Appear (USAO),1D,102
2019,9/18/2019,5,19,BLACK,MALE,Narcotics,Poss W/i To Dist A Controlled Substance,4D,404
2019,6/8/2019,5,41,BLACK,MALE,Simple Assault,Threat To Kidnap Or Injure A Person,5D,505
2019,9/27/2019,8,26,BLACK,MALE,Release Violations/Fugitive,Probation Violation (Warrant),1D,102
2019,11/2/2019,11,35,BLACK,FEMALE,Simple Assault,Simple Assault,3D,305
2019,7/7/2019,6,26,WHITE,MALE,Weapon Violations,Carry Pistol W/o Lic -outside Home/business,4D,405
2019,2/21/2019,8,18,BLACK,MALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,5D,505
2019,12/17/2019,12,27,BLACK,MALE,Traffic Violations,No Permit,7D,701
2019,6/8/2019,6,29,BLACK,FEMALE,Simple Assault,Simple Assault,7D,704
2019,1/4/2019,2,19,BLACK,MALE,Other Crimes,Unlawful Entry,3D,307
2019,3/22/2019,7,29,BLACK,MALE,Narcotics,Poss Of A Controlled Substance -misd,7D,705
2019,9/14/2019,10,30,BLACK,MALE,Simple Assault,Simple Assault,7D,704
2019,1/3/2019,3,32,BLACK,MALE,Robbery,Robbery,7D,704
2019,12/9/2019,3,31,BLACK,MALE,Simple Assault,Simple Assault,1D,102
2019,3/24/2019,1,29,BLACK,FEMALE,Simple Assault,Simple Assault,6D,604
2019,9/6/2019,11,53,BLACK,MALE,Offenses Against Family & Children,Contempt Of Cpo/tpo,1D,107
2019,12/13/2019,10,39,BLACK,MALE,Homicide,Murder II,6D,602
2019,9/11/2019,8,39,BLACK,MALE,Other Crimes,Unlawful Entry,5D,505
2019,5/17/2019,8,58,BLACK,MALE,Narcotics,Distribution Of A Controlled Substance,6D,607
2019,6/5/2019,10,28,BLACK,MALE,Narcotics,Poss W/i To Dist A Controlled Substance,1D,105
2019,2/10/2019,8,41,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under Influence -2nd Off,7D,703
2019,12/5/2019,9,26,BLACK,MALE,Homicide,Murder I,7D,705
2019,3/6/2019,6,40,BLACK,MALE,Traffic Violations,No Permit,6D,607
2019,8/2/2019,4,25,WHITE,MALE,Traffic Violations,Speed (30 Or Over),5D,503
2019,12/5/2019,7,50,WHITE,MALE,Traffic Violations,No Permit,6D,603
2019,1/8/2019,8,40,WHITE,MALE,Theft,Theft Second Degree (all Other Larceny),3D,301
2019,9/15/2019,11,75,BLACK,MALE,Theft,Shoplifting,2D,203
2019,4/24/2019,7,62,BLACK,MALE,Theft,Shoplifting,4D,402
2019,5/3/2019,11,19,BLACK,MALE,Traffic Violations,No Permit,6D,608
2019,3/5/2019,5,56,BLACK,MALE,Theft,Theft Second Degree (theft From Building),1D,106
2019,12/12/2019,10,37,BLACK,MALE,Theft from Auto,Theft (theft From Motor Vehicle),5D,501
2019,12/28/2019,1,28,BLACK,MALE,Prostitution,Sexual Solicitation,3D,307
2019,12/4/2019,9,46,BLACK,MALE,Traffic Violations,No Permit,6D,603
2019,3/13/2019,8,58,BLACK,MALE,Burglary,Burglary Two,7D,707
2019,12/31/2019,11,24,WHITE,MALE,Release Violations/Fugitive,Fugitive From Justice,3D,304
2019,9/14/2019,3,32,BLACK,FEMALE,Traffic Violations,No Permit,2D,208
2019,3/5/2019,2,30,BLACK,FEMALE,Simple Assault,Simple Assault,6D,604
2019,10/11/2019,6,23,BLACK,MALE,Simple Assault,Simple Assault,6D,604
2019,6/23/2019,11,47,BLACK,MALE,Simple Assault,Simple Assault,5D,506
2019,7/2/2019,7,28,BLACK,FEMALE,Weapon Violations,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,6D,603
2019,9/8/2019,10,52,BLACK,MALE,Simple Assault,Simple Assault,4D,401
2019,7/26/2019,11,37,WHITE,MALE,Prostitution,Sexual Solicitation,6D,602
2019,3/6/2019,6,34,BLACK,MALE,Release Violations/Fugitive,Bench Warrant,3D,301
2019,7/31/2019,4,28,BLACK,MALE,Release Violations/Fugitive,Parole Violation (Warrant),1D,102
2019,11/19/2019,7,25,BLACK,FEMALE,Simple Assault,Simple Assault,6D,603
2019,1/23/2019,10,41,WHITE,MALE,Prostitution,Sexual Solicitation,4D,408
2019,3/12/2019,2,37,BLACK,FEMALE,Narcotics,Distribution Of A Controlled Substance,5D,506
2019,8/29/2019,12,23,BLACK,MALE,Burglary,Burglary Two,4D,403
2019,12/24/2019,8,36,BLACK,MALE,Prostitution,Sexual Solicitation,6D,607
2019,3/21/2019,5,37,WHITE,MALE,Release Violations/Fugitive,Bench Warrant,3D,308
2019,5/13/2019,5,39,BLACK,MALE,Traffic Violations,Speed (30 Or Over),5D,507
2019,11/6/2019,4,28,BLACK,FEMALE,Simple Assault,Simple Assault,1D,106
2019,9/30/2019,10,61,BLACK,MALE,Prostitution,Sexual Solicitation 2nd Offense,5D,506
2019,11/6/2019,2,39,BLACK,MALE,Prostitution,Sexual Solicitation,5D,506
2019,2/3/2019,2,25,BLACK,FEMALE,Traffic Violations,No Permit,7D,706
2019,4/18/2019,5,25,BLACK,MALE,Simple Assault,Simple Assault,7D,703
2019,5/9/2019,2,26,BLACK,MALE,Other Crimes,Unlawful Entry,7D,708
2019,12/1/2019,7,28,WHITE,MALE,Disorderly Conduct,Affray,3D,301
2019,2/21/2019,12,40,BLACK,MALE,Simple Assault,Simple Assault,4D,404
2019,2/23/2019,11,30,WHITE,FEMALE,Other Crimes,Misrepresent Age To Enter Abc Establishment,3D,303
2019,11/12/2019,8,26,BLACK,MALE,Robbery,Carjacking,5D,504
2019,4/19/2019,9,30,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,7D,708
2019,5/4/2019,9,27,BLACK,MALE,Release Violations/Fugitive,Contempt - Condition Of Release Violation,3D,308
2019,8/2/2019,4,30,BLACK,MALE,Release Violations/Fugitive,Probation Violation (Warrant),6D,607
2019,2/9/2019,1,34,WHITE,MALE,Theft,Theft Second Degree (theft From Building),1D,104
2019,4/29/2019,3,63,BLACK,MALE,Simple Assault,Threat To Kidnap Or Injure A Person,5D,505
2019,1/2/2019,5,19,BLACK,MALE,Traffic Violations,Fleeing from a law enforcement officer in a motor vehicle,4D,409
2019,1/19/2019,1,40,BLACK,MALE,Offenses Against Family & Children,"Lewd, Indecent, Or Obscene Acts (all Other Offenses)",6D,608
2019,1/27/2019,7,25,BLACK,MALE,Weapon Violations,Possession Of Unregistered Ammunition,5D,506
2019,9/29/2019,12,35,BLACK,MALE,Simple Assault,Simple Assault,7D,708
2019,8/16/2019,2,59,BLACK,MALE,Narcotics,Possess Controlled Substance,2D,207
2019,9/12/2019,10,27,BLACK,MALE,Weapon Violations,Felon In Possession,7D,704
2019,3/19/2019,8,44,BLACK,MALE,Theft,Shoplifting,5D,505
2019,4/10/2019,4,29,BLACK,MALE,Simple Assault,Simple Assault,5D,507
2019,6/23/2019,12,43,BLACK,MALE,Simple Assault,Simple Assault,4D,402
2019,8/1/2019,6,26,BLACK,FEMALE,Simple Assault,Simple Assault,1D,106
2019,12/23/2019,7,42,BLACK,MALE,Narcotics,Distribution Of A Controlled Substance,4D,409
2019,11/1/2019,7,44,BLACK,MALE,Narcotics,Poss W/i To Dist A Controlled Substance,7D,707
2019,6/5/2019,1,38,BLACK,MALE,Kidnapping,Kidnapping,4D,404
2019,4/5/2019,7,29,BLACK,MALE,Simple Assault,Simple Assault,7D,704
2019,5/26/2019,1,41,BLACK,MALE,Traffic Violations,No Permit,3D,305
2019,8/23/2019,9,44,BLACK,MALE,Simple Assault,Simple Assault,1D,106
2019,12/22/2019,6,57,BLACK,MALE,Simple Assault,Simple Assault,6D,607
2019,2/5/2019,1,21,BLACK,MALE,Traffic Violations,No Permit,6D,603
2019,9/23/2019,7,22,WHITE,MALE,Burglary,Burglary Two,3D,302
2019,4/8/2019,4,41,WHITE,FEMALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,4D,406
2019,1/23/2019,4,18,BLACK,MALE,Traffic Violations,No Permit,5D,506
2019,5/24/2019,2,36,BLACK,MALE,Release Violations/Fugitive,Parole Violation (Warrant),1D,102
2019,9/24/2019,10,28,BLACK,MALE,Simple Assault,Threats To Do Bodily Harm -misd,7D,708
2019,12/27/2019,6,21,UNKNOWN,MALE,Narcotics,Poss W/i To Dist Marijuana-misd,5D,501
2019,10/5/2019,6,36,BLACK,MALE,Other Crimes,Unlawful Entry,1D,105
2019,11/6/2019,8,22,BLACK,MALE,Traffic Violations,No Permit,1D,103
2019,5/5/2019,2,52,BLACK,MALE,Simple Assault,Simple Assault,6D,603
2019,3/17/2019,8,28,BLACK,MALE,Simple Assault,Simple Assault,6D,608
2019,1/15/2019,6,35,BLACK,MALE,Narcotics,Distribution Of Marijuana-misd,6D,608
2019,5/28/2019,5,60,BLACK,MALE,Narcotics,Poss Of A Controlled Substance -misd,3D,308
2019,7/16/2019,9,26,BLACK,MALE,Traffic Violations,No Permit,6D,601
2019,1/17/2019,11,46,BLACK,MALE,Traffic Violations,No Permit,1D,101
2019,7/19/2019,5,30,UNKNOWN,MALE,Traffic Violations,No Permit,7D,701
2019,11/11/2019,3,27,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,1D,105
2019,8/19/2019,2,27,BLACK,MALE,Assault on a Police Officer,Assault On A Police Officer (simple Assault),7D,704
2019,3/21/2019,2,34,BLACK,MALE,Traffic Violations,Leaving After Colliding- Property Damage,7D,701
2019,9/2/2019,1,23,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,6D,601
2019,12/3/2019,2,30,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,5D,504
2019,11/18/2019,6,23,BLACK,MALE,Narcotics,Distribution Of A Controlled Substance,5D,506
2019,1/10/2019,10,22,BLACK,FEMALE,Prostitution,Sexual Solicitation,3D,303
2019,2/25/2019,11,22,WHITE,MALE,Prostitution,Sexual Solicitation,4D,408
2019,12/15/2019,4,54,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,5D,503
2019,3/28/2019,11,19,WHITE,FEMALE,Other Crimes,Misrepresent Age To Enter Abc Establishment,2D,207
2019,7/23/2019,7,28,BLACK,MALE,Weapon Violations,CPWOL Outside Home or Business in violation of 2nd Emergency Act of 2014 Act 20-0564,3D,307
2019,11/26/2019,1,34,BLACK,MALE,Prostitution,Sexual Solicitation,6D,602
2019,3/25/2019,8,37,BLACK,MALE,Release Violations/Fugitive,Failure To Appear (OAG),6D,604
2019,7/31/2019,12,40,BLACK,MALE,Prostitution,Sexual Solicitation,7D,706
2019,4/27/2019,2,27,WHITE,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,3D,305
2019,4/14/2019,4,19,WHITE,MALE,Weapon Violations,Carry Pistol W/o Lic -outside Home/business,3D,302
2019,2/12/2019,7,27,BLACK,MALE,Theft,Theft Second Degree (all Other Larceny),3D,305
2019,6/7/2019,7,47,BLACK,MALE,Other Crimes,Unlawful Entry,5D,506
2019,8/3/2019,12,26,BLACK,MALE,Assault on a Police Officer,Assault On A Police Officer (simple Assault),1D,102
2019,4/18/2019,4,58,WHITE,MALE,Liquor Law Violations,Possession Of An Open Container Of Alcohol (poca),4D,403
2019,9/10/2019,12,48,BLACK,MALE,Traffic Violations,No Permit-2nd Offense,5D,502
2019,3/31/2019,4,25,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,7D,704
2019,1/10/2019,11,65,BLACK,MALE,Traffic Violations,No Permit,1D,107
2019,9/26/2019,2,20,BLACK,MALE,Weapon Violations,Possession Of Unregistered Ammunition,3D,302
